Timestamp,CPU,usr,nice,sys,iowait,steal,irq,soft,guest,gnice,idle
23:15:42,all,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,99.75
23:15:42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:42,2,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,99.01
23:15:42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:43,all,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,99.75
23:15:43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:43,1,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,99.01
23:15:43,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:43,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:44,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:44,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:44,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:45,all,0.0,0.0,0.0,0.0,0.0,0.5,1.26,0.0,0.0,98.24
23:15:45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:45,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:45,3,0.0,0.0,0.0,0.0,0.0,2.02,5.05,0.0,0.0,92.93
23:15:46,all,0.0,0.0,2.0,0.0,0.0,1.25,1.25,0.0,0.0,95.5
23:15:46,0,0.0,0.0,7.92,0.0,0.0,0.99,0.0,0.0,0.0,91.09
23:15:46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:46,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:46,3,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,91.0
23:15:47,all,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,99.25
23:15:47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:47,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:47,3,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,97.0
23:15:48,all,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.75
23:15:48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:48,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:48,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23:15:48,3,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.01
