Timestamp,CPU,usr,nice,sys,iowait,steal,irq,soft,guest,gnice,idle
21:50:24,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:25,all,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.75
21:50:25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:25,1,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,99.01
21:50:25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:26,all,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,99.75
21:50:26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:26,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0
21:50:26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:50:27,all,1.99,0.0,1.49,0.0,0.0,0.75,0.5,0.0,0.0,95.27
21:50:27,0,0.99,0.0,0.99,0.0,0.0,0.99,0.99,0.0,0.0,96.04
21:50:27,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0
21:50:27,2,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,96.0
21:50:27,3,3.96,0.0,1.98,0.0,0.0,0.99,0.99,0.0,0.0,92.08
21:50:28,all,4.27,0.0,2.26,0.0,0.0,0.5,0.5,0.0,0.0,92.46
21:50:28,0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
21:50:28,1,3.06,0.0,1.02,0.0,0.0,1.02,0.0,0.0,0.0,94.9
21:50:28,2,4.04,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,93.94
21:50:28,3,4.95,0.0,3.96,0.0,0.0,0.99,1.98,0.0,0.0,88.12
21:50:29,all,4.06,0.0,2.28,0.0,0.0,0.51,0.25,0.0,0.0,92.89
21:50:29,0,2.04,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,95.92
