Timestamp,CPU,usr,nice,sys,iowait,steal,irq,soft,guest,gnice,idle
21:53:14,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:15,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:16,all,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,99.75
21:53:16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:16,1,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,99.01
21:53:16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
21:53:17,all,3.54,0.0,1.52,0.0,0.0,0.25,0.25,0.0,0.0,94.44
21:53:17,0,3.03,0.0,1.01,0.0,0.0,1.01,0.0,0.0,0.0,94.95
21:53:17,1,4.04,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,94.95
21:53:17,2,3.03,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,94.95
21:53:17,3,4.04,0.0,2.02,0.0,0.0,0.0,1.01,0.0,0.0,92.93
21:53:18,all,9.73,0.0,4.24,0.0,0.0,1.0,0.75,0.0,0.0,84.29
21:53:18,0,9.18,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,87.76
21:53:18,1,10.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0
21:53:18,2,10.78,0.0,3.92,0.0,0.0,0.98,0.98,0.0,0.0,83.33
