Timestamp,CPU,usr,nice,sys,iowait,steal,irq,soft,guest,gnice,idle
13:36:28,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:28,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:29,all,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,99.75
13:36:29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:29,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0
13:36:29,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:30,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:30,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:31,all,10.69,0.0,4.33,0.0,0.0,0.51,1.02,0.0,0.0,83.46
13:36:31,0,10.31,0.0,5.15,0.0,0.0,2.06,4.12,0.0,0.0,78.35
13:36:31,1,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
13:36:31,2,11.11,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,84.85
13:36:31,3,10.31,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,86.6
13:36:32,all,13.5,0.0,5.0,0.0,0.0,1.25,1.5,0.0,0.0,78.75
13:36:32,0,14.71,0.0,5.88,0.0,0.0,3.92,5.88,0.0,0.0,69.61
13:36:32,1,14.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0
13:36:32,2,12.12,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,82.83
13:36:32,3,13.13,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,81.82
13:36:33,all,4.52,0.0,2.01,0.0,0.0,0.5,0.75,0.0,0.0,92.21
13:36:33,0,5.05,0.0,2.02,0.0,0.0,1.01,2.02,0.0,0.0,89.9
13:36:33,1,4.04,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,93.94
13:36:33,2,4.95,0.0,2.97,0.0,0.0,0.0,0.99,0.0,0.0,91.09
13:36:33,3,4.04,0.0,1.01,0.0,0.0,1.01,0.0,0.0,0.0,93.94
13:36:34,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:34,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:34,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:35,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:35,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:35,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:36,all,11.31,0.0,4.02,0.0,0.0,0.5,1.26,0.0,0.0,82.91
13:36:36,0,11.11,0.0,5.05,0.0,0.0,2.02,5.05,0.0,0.0,76.77
13:36:36,1,12.87,0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,84.16
13:36:36,2,10.1,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,85.86
13:36:36,3,11.11,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,84.85
13:36:37,all,11.76,0.0,6.39,0.0,0.0,1.02,1.28,0.0,0.0,79.54
13:36:37,0,12.24,0.0,12.24,0.0,0.0,4.08,5.1,0.0,0.0,66.33
13:36:37,1,10.42,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,85.42
13:36:37,2,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
13:36:37,3,11.34,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,84.54
13:36:38,all,6.0,0.0,2.25,0.5,0.0,0.25,0.75,0.0,0.0,90.25
13:36:38,0,6.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,87.0
13:36:38,1,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0
13:36:38,2,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
13:36:38,3,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0
13:36:39,all,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,99.0
13:36:39,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
13:36:39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:39,2,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,98.02
13:36:39,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
13:36:40,all,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,99.5
13:36:40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13:36:40,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0
13:36:40,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
13:36:41,all,17.56,0.0,7.12,0.0,0.0,0.76,1.53,0.0,0.0,73.03
13:36:41,0,16.83,0.0,8.91,0.0,0.0,2.97,5.94,0.0,0.0,65.35
13:36:41,1,19.19,0.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0,72.73
13:36:41,2,17.53,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,76.29
13:36:41,3,16.67,0.0,5.21,0.0,0.0,0.0,0.0,0.0,0.0,78.12
13:36:42,all,20.71,0.0,8.84,0.0,0.0,1.26,1.52,0.0,0.0,67.68
13:36:42,0,20.0,0.0,9.0,0.0,0.0,4.0,6.0,0.0,0.0,61.0
13:36:42,1,18.56,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,73.2
13:36:42,2,20.2,0.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0,71.72
13:36:42,3,24.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0
13:36:43,all,15.23,0.0,6.85,0.0,0.0,0.76,1.02,0.0,0.0,76.14
13:36:43,0,13.27,0.0,7.14,0.0,0.0,2.04,4.08,0.0,0.0,73.47
13:36:43,1,15.15,0.0,6.06,0.0,0.0,1.01,0.0,0.0,0.0,77.78
13:36:43,2,17.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
13:36:43,3,15.46,0.0,7.22,0.0,0.0,0.0,0.0,0.0,0.0,77.32
13:36:44,all,3.24,0.0,1.25,0.25,0.0,0.25,0.25,0.0,0.0,94.76
13:36:44,0,1.98,0.0,0.99,0.0,0.0,0.99,0.99,0.0,0.0,95.05
